last_name, first_name,player_id,team_id,team,position,age,competitive_runs,hp_to_1b,sprint_speed
Taylor, Michael A.,572191,118,KC,CF,30,66,4.32,28.4
Chavis, Michael,656308,111,BOS,2B,26,12,,28.4
Marte, Starling,516782,146,MIA,CF,33,54,4.24,28.4
García, Leury,544725,145,CWS,CF,30,86,4.21,28.4
Semien, Marcus,543760,141,TOR,2B,31,79,4.43,28.4
Reyes, Victor,622682,116,DET,RF,27,31,4.39,28.4
Duggar, Steven,621453,137,SF,CF,28,33,4.31,28.3
Newman, Kevin,621028,134,PIT,SS,28,105,4.36,28.3
Reynolds, Bryan,668804,134,PIT,CF,26,89,4.28,28.3
Biggio, Cavan,624415,141,TOR,3B,26,41,4.41,28.3
Giménez, Andrés,665926,114,CLE,SS,23,28,4.37,28.3
Báez, Javier,595879,112,CHC,SS,29,61,4.33,28.3
Altuve, Jose,514888,117,HOU,2B,31,80,4.20,28.3
Tapia, Raimel,606132,115,COL,LF,27,151,4.22,28.3
Duvall, Adam,594807,146,MIA,RF,33,48,4.46,28.3
Cordero, Franchy,614173,111,BOS,LF,27,35,4.28,28.3
Lopez, Nicky,670032,118,KC,SS,26,87,4.20,28.3
Slater, Austin,596103,137,SF,CF,29,41,4.46,28.3
Robles, Victor,645302,120,WSH,CF,24,39,4.39,28.2
Myers, Wil,571976,135,SD,RF,31,66,4.41,28.2
Albies, Ozzie,645277,144,ATL,2B,24,88,4.11,28.2
Goodrum, Niko,592348,116,DET,SS,29,46,4.30,28.2
Difo, Wilmer,594694,134,PIT,,29,25,,28.2
Swanson, Dansby,621020,144,ATL,SS,27,83,4.33,28.2
Dozier, Hunter,641531,118,KC,3B,30,53,4.43,28.2
García, Adolis,666969,140,TEX,CF,28,61,4.30,28.2
Fowler, Dustin,641583,134,PIT,CF,27,11,,28.2
Adames, Willy,642715,158,MIL,SS,26,68,4.35,28.2
Tom, Ka'ai,664789,134,PIT,LF,27,29,4.23,28.2
Dalbec, Bobby,666915,111,BOS,1B,26,48,4.46,28.2
Phillips, Brett,621433,139,TB,CF,27,41,4.15,28.2
Bichette, Bo,666182,141,TOR,SS,23,108,4.41,28.1
Santana, Danny,542454,111,BOS,1B,31,13,,28.2
Chang, Yu,644374,114,CLE,1B,26,23,4.49,28.1
Ramírez, José,608070,114,CLE,3B,29,80,4.40,28.1
Daza, Yonathan,602074,115,COL,CF,27,74,4.35,28.1
Mountcastle, Ryan,663624,110,BAL,DH,24,65,4.46,28.1
Ward, Taylor,621493,108,LAA,RF,28,38,4.36,28.1
Cronenworth, Jake,630105,135,SD,2B,27,91,4.31,28.1
Laureano, Ramón,657656,133,OAK,CF,27,70,4.35,28.1
Pham, Tommy,502054,135,SD,LF,33,71,4.50,28.1
Gardner, Brett,458731,147,NYY,CF,38,52,4.21,28.1
Eaton, Adam,594809,145,CWS,RF,33,75,4.25,28.1
Grichuk, Randal,545341,141,TOR,CF,30,82,4.46,28.1
Brown, Seth,664913,133,OAK,RF,29,45,4.43,28.1
Moore, Dylan,664238,136,SEA,2B,29,36,4.39,28.1
Madrigal, Nick,663611,145,CWS,2B,24,123,4.29,28.1
Chapman, Matt,656305,133,OAK,3B,28,72,4.46,28.0
White, Evan,657108,136,SEA,1B,25,22,4.42,28.0
Cave, Jake,595909,142,MIN,CF,29,33,4.42,28.0
Trammell, Taylor,666211,136,SEA,CF,24,42,4.28,27.9
Culberson, Charlie,518586,140,TEX,3B,32,57,4.32,27.9
Brosseau, Mike,670712,139,TB,2B,27,34,4.47,27.9
Palacios, Josh,641943,141,TOR,RF,26,11,,27.9
O'Hearn, Ryan,656811,118,KC,DH,28,13,,27.9
Haase, Eric,606992,116,DET,C,29,27,4.47,27.9
Lagares, Juan,501571,108,LAA,CF,32,41,4.52,27.9
Alfaro, Jorge,595751,146,MIA,C,28,30,4.48,27.9
Anderson, Tim,641313,145,CWS,SS,28,100,4.28,27.9
Pollock, AJ,572041,119,LAD,LF,34,39,4.39,27.9
Canha, Mark,592192,133,OAK,LF,32,95,4.40,27.8
Dubón, Mauricio,643289,137,SF,SS,27,39,4.36,27.8
Akiyama, Shogo,673451,113,CIN,,33,29,4.14,27.8
Arroyo, Christian,624414,111,BOS,2B,26,45,4.43,27.8
Alcántara, Sergio,642727,112,CHC,2B,25,13,,27.8
Miller, Brad,543543,143,PHI,RF,32,33,4.34,27.8
Wendle, Joey,621563,139,TB,3B,31,93,4.32,27.8
Bohm, Alec,664761,143,PHI,3B,25,85,4.55,27.8
Owings, Chris,572008,115,COL,2B,30,10,,27.8
Lindor, Francisco,596019,121,NYM,SS,28,86,4.37,27.8
McKinstry, Zach,656716,119,LAD,RF,26,34,4.30,27.7
McKinney, Billy,641856,121,NYM,LF,27,45,4.36,27.7
Dahl, David,621311,140,TEX,LF,27,45,4.33,27.7
Kiner-Falefa, Isiah,643396,140,TEX,SS,26,134,4.30,27.7
Jansen, Danny,643376,141,TOR,C,26,36,4.47,27.7
Moncada, Yoán,660162,145,CWS,3B,26,63,,27.7
Ahmed, Nick,605113,109,ARI,SS,31,71,4.48,27.7
Lewis, Kyle,641786,136,SEA,CF,26,31,4.46,27.7
Carlson, Dylan,666185,138,STL,CF,23,80,4.38,27.7
Lowe, Brandon,664040,139,TB,2B,27,67,4.33,27.7
Rojas, Josh,668942,109,ARI,2B,27,82,4.32,27.7
Iglesias, José,578428,108,LAA,SS,31,84,4.22,27.6
Escobar, Eduardo,500871,109,ARI,3B,32,70,4.31,27.6
Grossman, Robbie,543257,116,DET,LF,32,69,4.34,27.6
Benintendi, Andrew,643217,118,KC,LF,27,74,4.37,27.6
Dean, Austin,621573,138,STL,LF,28,15,,27.6
Smith, Will,669257,119,LAD,C,26,63,4.53,27.6
Castellanos, Nick,592206,113,CIN,RF,29,102,4.38,27.6
Evans, Phillip,595943,134,PIT,3B,29,54,4.47,27.6
Kirilloff, Alex,666135,142,MIN,RF,24,57,4.35,27.6
Peralta, David,444482,109,ARI,LF,34,102,4.37,27.6
Bryant, Kris,592178,112,CHC,RF,29,80,4.41,27.6
Harper, Bryce,547180,143,PHI,RF,29,49,4.37,27.6
Dickerson, Corey,572816,146,MIA,LF,32,96,4.29,27.6
Herrera, Odúbel,546318,143,PHI,CF,30,79,4.27,27.6
Tucker, Kyle,663656,117,HOU,RF,24,66,4.43,27.6
Heredia, Guillermo,628338,144,ATL,CF,30,49,4.38,27.6
Gamel, Ben,592325,134,PIT,LF,29,32,4.35,27.6
Polanco, Jorge,593871,142,MIN,2B,28,85,4.22,27.5
Naquin, Tyler,571980,113,CIN,CF,30,55,4.40,27.5
Devers, Rafael,646240,111,BOS,3B,25,91,4.34,27.5
Rondón, José,602922,138,STL,RF,27,11,,27.5
DeJong, Paul,657557,138,STL,SS,28,42,4.48,27.5
Villar, Jonathan,542340,121,NYM,3B,30,59,4.40,27.5
Upton, Justin,457708,108,LAA,LF,34,55,4.59,27.5
Luplow, Jordan,656669,114,CLE,CF,28,27,4.47,27.5
Gregorius, Didi,544369,143,PHI,SS,31,36,4.41,27.5
Fletcher, David,664058,108,LAA,2B,27,120,4.35,27.5
Pillar, Kevin,607680,121,NYM,CF,32,32,4.42,27.5
Riley, Austin,663586,144,ATL,3B,24,73,4.53,27.5
Bogaerts, Xander,593428,111,BOS,SS,29,90,4.27,27.5
Fuentes, Joshua,658069,115,COL,3B,28,63,4.43,27.4
Ibáñez, Andy,628451,140,TEX,3B,28,11,,27.4
Reyes, Pablo,622569,158,MIL,3B,28,17,,27.4
Peraza, José,606299,121,NYM,2B,27,34,4.44,27.4
Kepler, Max,596146,142,MIN,RF,28,42,4.36,27.4
González, Erik,570481,134,PIT,3B,30,103,4.43,27.4
Jones, JaCoby,592444,116,DET,CF,29,30,4.54,27.4
Meadows, Austin,640457,139,TB,DH,26,74,4.41,27.4
Contreras, Willson,575929,112,CHC,C,29,74,4.41,27.4
Espinal, Santiago,669289,141,TOR,3B,27,40,4.31,27.4
Walker, Christian,572233,109,ARI,1B,30,44,4.56,27.4
Polanco, Gregory,570256,134,PIT,RF,30,54,4.36,27.4
Fraley, Jake,641584,136,SEA,LF,26,19,,27.3
Andújar, Miguel,609280,147,NYY,LF,26,45,4.43,27.3
Hays, Austin,669720,110,BAL,LF,26,65,4.44,27.3
Tauchman, Mike,643565,137,SF,LF,31,57,4.34,27.3
Hernández, Enrique,571771,111,BOS,CF,30,71,4.42,27.3
Bote, David,623520,112,CHC,3B,28,56,4.45,27.3
Hayes, Ke'Bryan,663647,134,PIT,3B,24,22,,27.3
Bradley, Bobby,656252,114,CLE,1B,25,14,,27.3
Bellinger, Cody,641355,119,LAD,CF,26,21,,27.3
Almonte, Abraham,501659,144,ATL,LF,32,14,,27.3
Yastrzemski, Mike,573262,137,SF,RF,31,61,4.40,27.3
Walsh, Jared,665120,108,LAA,1B,28,77,4.40,27.3
Judge, Aaron,592450,147,NYY,RF,29,64,4.68,27.3
Crawford, J.P.,641487,136,SEA,SS,26,88,4.44,27.3
Lowe, Nate,663993,140,TEX,1B,26,81,4.36,27.3
Bauers, Jake,641343,136,SEA,1B,26,39,4.44,27.2
Gordon, Nick,624503,142,MIN,2B,26,12,,27.2
Gutierrez, Kelvin,642721,118,KC,3B,27,50,4.48,27.2
Wong, Kolten,543939,158,MIL,2B,31,68,4.33,27.2
Betts, Mookie,605141,119,LAD,RF,29,84,4.44,27.2
Bradley Jr., Jackie,598265,158,MIL,CF,31,63,4.42,27.2
Renfroe, Hunter,592669,111,BOS,RF,29,78,4.53,27.2
Frazier, Clint,640449,147,NYY,LF,27,51,4.62,27.2
Beaty, Matt,607461,119,LAD,LF,28,44,4.45,27.2
Hiura, Keston,669374,158,MIL,1B,25,25,4.59,27.2
Correa, Carlos,621043,117,HOU,SS,27,93,4.55,27.2
Muncy, Max,571970,119,LAD,1B,31,56,4.40,27.1
Peterson, Jace,607054,158,MIL,2B,31,15,,27.1
Rojas, Jose,670351,108,LAA,3B,28,38,4.33,27.1
McNeil, Jeff,643446,121,NYM,2B,29,37,4.18,27.1
Barnes, Austin,605131,119,LAD,C,32,33,4.59,27.1
Soto, Juan,665742,120,WSH,RF,23,83,4.29,27.1
Trejo, Alan,676701,115,COL,2B,25,13,,27.1
Frazier, Adam,624428,134,PIT,2B,30,97,4.41,27.1
Maton, Nick,665155,143,PHI,SS,24,29,4.41,27.1
Gallo, Joey,608336,140,TEX,RF,28,55,4.52,27.0
Davis, J.D.,605204,121,NYM,3B,28,11,,27.0
Happ, Ian,664023,112,CHC,CF,27,57,4.41,27.0
Wisdom, Patrick,621550,112,CHC,3B,30,11,,27.0
Segura, Jean,516416,143,PHI,2B,31,96,4.35,27.0
Refsnyder, Rob,608701,142,MIN,CF,30,16,4.50,27.0
Candelario, Jeimer,600869,116,DET,3B,28,77,4.59,27.0
Contreras, William,661388,144,ATL,C,24,28,4.54,27.0
Rosario, Eddie,592696,114,CLE,LF,30,80,4.34,27.0
Guerrero Jr., Vladimir,665489,141,TOR,1B,22,91,4.70,27.0
Williams, Justin,642211,138,STL,RF,26,28,4.69,27.0
Farmer, Kyle,571657,113,CIN,SS,31,60,4.51,27.0
Mejía, Francisco,642336,139,TB,C,26,42,4.41,27.0
Blackmon, Charlie,453568,115,COL,RF,35,82,4.38,27.0
Valaika, Pat,642162,110,BAL,2B,29,16,,27.0
Schoop, Jonathan,570731,116,DET,1B,30,90,4.58,27.0
Knapp, Andrew,595284,143,PHI,C,30,21,,27.0
Walton, Donovan,622268,136,SEA,2B,27,24,,26.9
Murphy, Tom,608596,136,SEA,C,30,29,4.57,27.0
Neuse, Sheldon,641914,119,LAD,2B,27,17,,27.0
Anderson, Brian,605119,146,MIA,3B,28,46,4.45,26.9
Pederson, Joc,592626,112,CHC,LF,29,44,,26.9
Hicks, Aaron,543305,147,NYY,CF,32,27,4.47,26.9
Adrianza, Ehire,501303,144,ATL,,32,38,,26.9
Rojas, Miguel,500743,146,MIA,SS,32,70,4.52,26.9
Schwarber, Kyle,656941,120,WSH,LF,28,62,4.44,26.9
Gonzalez, Marwin,503556,111,BOS,2B,32,68,4.42,26.9
Joe, Connor,656582,115,COL,1B,29,22,,26.9
Kemp, Tony,643393,133,OAK,2B,30,43,,26.9
Wilkerson, Stevie,592859,110,BAL,2B,29,21,,26.9
Torres, Gleyber,650402,147,NYY,SS,25,82,4.50,26.9
Conforto, Michael,624424,121,NYM,RF,28,37,4.57,26.9
Suárez, Eugenio,553993,113,CIN,SS,30,66,4.63,26.9
Haniger, Mitch,571745,136,SEA,RF,31,88,4.56,26.9
Alberto, Hanser,593643,118,KC,3B,29,44,4.48,26.9
Urías, Ramón,602104,110,BAL,2B,27,19,4.61,26.8
Harrison, Josh,543281,120,WSH,2B,34,72,4.43,26.8
Garlick, Kyle,664247,142,MIN,RF,29,30,4.67,26.8
Gurriel, Yuli,493329,117,HOU,1B,37,86,4.45,26.8
Bemboom, Anthony,621532,108,LAA,C,31,10,,26.8
Torreyes, Ronald,591720,143,PHI,SS,29,30,4.46,26.7
Marte, Ketel,606466,109,ARI,CF,28,57,4.52,26.7
Williams, Mason,592863,121,NYM,CF,30,13,,26.7
Vargas, Ildemaro,545121,109,ARI,2B,30,24,,26.7
Gomes, Yan,543228,120,WSH,C,34,50,4.70,26.7
Alvarez, Yordan,670541,117,HOU,DH,24,71,4.52,26.7
Heyward, Jason,518792,112,CHC,RF,32,60,4.47,26.7
Freeman, Freddie,518692,144,ATL,1B,32,81,4.49,26.7
McCann, James,543510,121,NYM,C,31,59,4.72,26.7
Greiner, Grayson,606988,116,DET,C,29,10,,26.7
Sanó, Miguel,593934,142,MIN,1B,28,34,4.77,26.7
Díaz, Aledmys,649557,117,HOU,3B,31,48,4.43,26.6
Vosler, Jason,613564,137,SF,3B,28,16,,26.6
Duffy, Matt,622110,112,CHC,3B,30,43,4.70,26.6
Verdugo, Alex,657077,111,BOS,LF,25,105,4.36,26.6
Stephenson, Tyler,663886,113,CIN,C,25,61,4.59,26.6
Goldschmidt, Paul,502671,138,STL,1B,34,78,4.58,26.6
Mancini, Trey,641820,110,BAL,1B,29,97,4.65,26.6
Jones, Taylor,622100,117,HOU,DH,28,14,,26.6
Ozuna, Marcell,542303,144,ATL,LF,31,45,4.55,26.5
Smith, Pavin,656976,109,ARI,1B,25,108,4.46,26.6
Urías, Luis,649966,158,MIL,SS,24,72,4.63,26.5
Pinder, Chad,640461,133,OAK,LF,29,39,4.63,26.5
Stewart, DJ,621466,110,BAL,LF,28,44,4.46,26.5
Robertson, Daniel,621002,158,MIL,SS,27,20,4.75,26.5
Panik, Joe,605412,141,TOR,3B,31,46,4.50,26.5
Mercer, Jordy,474568,120,WSH,2B,35,23,4.53,26.5
Hoskins, Rhys,656555,143,PHI,1B,28,69,4.63,26.5
Mendick, Danny,664901,145,CWS,SS,28,17,,26.4
Alonso, Pete,624413,121,NYM,1B,27,50,4.55,26.4
LeMahieu, DJ,518934,147,NYY,2B,33,96,4.64,26.4
Long Jr., Shed,643418,136,SEA,2B,26,11,,26.4
Rodgers, Brendan,663898,115,COL,2B,25,23,4.49,26.4
Andrus, Elvis,462101,133,OAK,SS,33,93,4.54,26.4
Seager, Corey,608369,119,LAD,SS,27,62,4.59,26.4
Vaughn, Andrew,683734,145,CWS,LF,23,62,4.64,26.4
Castro, Jason,488771,117,HOU,C,34,15,,26.4
Abreu, José,547989,145,CWS,1B,34,82,4.63,26.4
Dickerson, Alex,543105,137,SF,LF,31,38,4.54,26.4
Ríos, Edwin,621458,119,LAD,3B,27,16,4.50,26.3
Zimmerman, Ryan,475582,120,WSH,1B,37,45,4.59,26.3
Reddick, Josh,502210,109,ARI,RF,34,32,4.55,26.3
Simmons, Andrelton,592743,142,MIN,SS,32,80,4.65,26.3
Mercedes, Yermín,606213,145,CWS,DH,28,75,4.61,26.3
Torrens, Luis,620443,136,SEA,C,25,40,4.69,26.3
Ruf, Darin,573131,137,SF,1B,35,26,,26.3
Profar, Jurickson,595777,135,SD,LF,28,76,4.53,26.3
Naylor, Josh,647304,114,CLE,RF,24,92,4.57,26.3
Odor, Rougned,596059,147,NYY,2B,27,36,4.51,26.3
Arraez, Luis,650333,142,MIN,2B,24,62,4.44,26.3
Soler, Jorge,624585,118,KC,DH,29,57,4.86,26.3
Núñez, Renato,600524,116,DET,DH,27,12,,26.3
Gurriel Jr., Lourdes,666971,141,TOR,LF,28,79,4.57,26.2
Stassi, Max,545358,108,LAA,C,30,22,,26.2
Joyce, Matt,459964,143,PHI,,37,16,,26.3
Vogt, Stephen,519390,109,ARI,C,37,21,,26.2
Severino, Pedro,600474,110,BAL,C,28,53,4.53,26.2
Cooper, Garrett,643265,146,MIA,RF,31,59,4.64,26.2
Mazara, Nomar,608577,116,DET,RF,26,47,4.54,26.2
Longoria, Evan,446334,137,SF,3B,36,46,4.69,26.2
Rortvedt, Ben,666163,142,MIN,C,24,10,,26.2
McMahon, Ryan,641857,115,COL,2B,27,71,4.59,26.2
Bregman, Alex,608324,117,HOU,3B,27,87,4.61,26.2
Tsutsugo, Yoshi,660294,119,LAD,1B,30,30,4.46,26.2
Reyes, Franmil,614177,114,CLE,DH,26,53,4.74,26.1
Heim, Jonah,641680,140,TEX,C,26,31,4.73,26.1
Santander, Anthony,623993,110,BAL,RF,27,49,,26.1
Calhoun, Willie,641432,140,TEX,LF,27,54,4.64,26.1
Kelenic, Jarred,672284,136,SEA,LF,22,25,4.54,26.1
Díaz, Yandy,650490,139,TB,1B,30,106,4.64,26.1
Zunino, Mike,572287,139,TB,C,30,25,4.72,26.0
d'Arnaud, Travis,518595,144,ATL,C,32,25,4.76,26.0
Murphy, Sean,669221,133,OAK,C,27,65,4.68,26.0
Rivera, René,425784,114,CLE,C,38,11,,26.0
Bell, Josh,605137,120,WSH,1B,29,69,4.58,26.0
Martinez, J.D.,502110,111,BOS,DH,34,79,4.70,26.0
Craig, Will,643269,134,PIT,1B,27,22,4.75,26.0
McGuire, Reese,624512,141,TOR,C,26,16,4.50,26.0
Solano, Donovan,456781,137,SF,2B,34,53,4.57,26.0
Perez, Salvador,521692,118,KC,C,31,68,4.78,26.0
Castro, Starlin,516770,120,WSH,3B,31,95,4.61,25.9
Brantley, Michael,488726,117,HOU,LF,34,79,4.62,25.9
Smith, Dominic,642086,121,NYM,LF,26,60,4.47,25.9
Lamb, Jake,571875,145,CWS,LF,31,22,4.68,25.9
Inciarte, Ender,542255,144,ATL,CF,31,19,,25.9
Drury, Brandon,592273,121,NYM,3B,29,13,,25.9
Olson, Matt,621566,133,OAK,1B,27,72,4.65,25.9
Holt, Brock,571788,140,TEX,3B,33,37,4.49,25.9
Cruz, Nelson,443558,142,MIN,DH,41,67,4.67,25.9
Galvis, Freddy,520471,110,BAL,SS,32,71,4.58,25.9
Guillorme, Luis,641645,121,NYM,3B,27,12,,25.8
Campusano, Luis,669134,135,SD,C,23,10,,25.8
Schrock, Max,621011,113,CIN,2B,27,13,,25.8
Machado, Manny,592518,135,SD,3B,29,83,4.56,25.8
Nola, Austin,543592,135,SD,C,32,23,,25.8
Sánchez, Gary,596142,147,NYY,C,29,38,4.68,25.8
Winker, Jesse,608385,113,CIN,LF,28,84,4.71,25.8
Cron, C.J.,543068,115,COL,1B,31,49,4.73,25.8
Larnach, Trevor,663616,142,MIN,LF,24,34,4.67,25.8
Knizner, Andrew,668800,138,STL,C,26,30,4.72,25.8
Carpenter, Matt,572761,138,STL,2B,36,26,,25.8
Piscotty, Stephen,572039,133,OAK,RF,30,41,4.72,25.8
Davis, Khris,501981,140,TEX,DH,34,16,4.94,25.7
Díaz, Elias,553869,115,COL,C,31,39,4.75,25.7
Urshela, Gio,570482,147,NYY,3B,30,82,4.54,25.7
Garcia, Aramis,605244,133,OAK,C,28,21,4.79,25.7
Plawecki, Kevin,608700,111,BOS,C,30,23,4.72,25.7
Godoy, José,608422,136,SEA,C,27,12,,25.7
Sogard, Eric,519299,112,CHC,2B,35,52,4.47,25.7
Lowrie, Jed,476704,133,OAK,2B,37,69,4.65,25.7
Seager, Kyle,572122,136,SEA,3B,34,54,4.60,25.6
Moustakas, Mike,519058,113,CIN,3B,33,34,,25.6
Calhoun, Kole,594777,109,ARI,RF,34,16,,25.6
Higashioka, Kyle,543309,147,NYY,C,31,26,4.66,25.6
Castro, Harold,605612,116,DET,SS,28,34,4.60,25.5
Wade Jr, LaMonte,664774,137,SF,1B,27,17,,25.5
Garver, Mitch,641598,142,MIN,C,30,29,4.67,25.5
Nido, Tomás,621512,121,NYM,C,27,23,4.83,25.5
Díaz, Isan,656371,146,MIA,2B,25,32,4.77,25.5
Hosmer, Eric,543333,135,SD,1B,32,82,4.59,25.4
Adams, Matt,571431,115,COL,1B,33,12,,25.4
La Stella, Tommy,600303,137,SF,2B,32,24,4.58,25.4
VanMeter, Josh,642165,109,ARI,2B,26,16,,25.4
Arenado, Nolan,571448,138,STL,3B,30,82,4.77,25.4
Franco, Maikel,596748,110,BAL,3B,29,110,4.79,25.4
Maile, Luke,571912,158,MIL,C,30,10,,25.3
Nuñez, Dom,624513,115,COL,C,26,34,4.70,25.3
Hernandez, Yadiel,628450,120,WSH,RF,34,25,4.60,25.3
Tellez, Rowdy,642133,141,TOR,DH,26,37,4.77,25.3
Belt, Brandon,474832,137,SF,1B,33,32,,25.3
Caratini, Victor,605170,135,SD,C,28,46,4.66,25.3
Vázquez, Christian,543877,111,BOS,C,31,75,4.66,25.2
Marmolejos, José,592530,136,SEA,1B,28,17,,25.2
Rizzo, Anthony,519203,112,CHC,1B,32,71,4.64,25.2
Ruiz, Rio,547004,110,BAL,2B,27,30,4.86,25.2
Choi, Ji-Man,596847,139,TB,1B,30,12,,25.2
Wynns, Austin,642851,110,BAL,C,31,11,4.92,25.2
Jeffers, Ryan,680777,142,MIN,C,24,24,4.86,25.2
France, Ty,664034,136,SEA,1B,27,87,4.82,25.2
Rendon, Anthony,543685,108,LAA,3B,31,46,4.81,25.1
Suzuki, Kurt,435559,108,LAA,C,38,31,4.91,25.1
Gallagher, Cam,595956,118,KC,C,29,14,,25.1
Crawford, Brandon,543063,137,SF,SS,34,58,4.63,25.1
Turner, Justin,457759,119,LAD,3B,37,60,4.87,25.1
Shaw, Travis,543768,158,MIL,3B,31,47,4.74,25.1
Kelly, Carson,608348,109,ARI,C,27,32,4.92,25.0
Sisco, Chance,642082,110,BAL,C,26,24,,25.0
Blandino, Alex,607468,113,CIN,1B,29,23,4.90,25.0
Aguilar, Jesús,542583,146,MIA,1B,31,64,4.77,24.9
Santana, Carlos,467793,118,KC,1B,35,77,4.75,24.8
Collins, Zack,641470,145,CWS,C,26,26,,24.7
Kirk, Alejandro,672386,141,TOR,C,23,16,,24.7
Piña, Manny,444489,158,MIL,C,34,19,,24.7
Stanton, Giancarlo,519317,147,NYY,DH,32,53,4.96,24.7
Narváez, Omar,553882,158,MIL,C,29,42,4.86,24.7
Votto, Joey,458015,113,CIN,1B,38,50,4.85,24.7
Perez, Michael,605421,134,PIT,C,29,17,,24.6
Flores, Wilmer,527038,137,SF,2B,30,53,4.77,24.6
